Pango.lineage	APES	Collection.date	APESS	APESS.
1227	B.1.502	0	2020-07-10	0	0.000684460738124483
1228	B.1.503	0	2020-04-27	0	0.000684460738124483
1229	B.1.504	0	2020-04-19	0	0.000715518700926661
1230	B.1.505	0	2020-07-20	0	0.000684460738124483
1231	B.1.506	0	2020-06-15	0	0.000684460738124483
1232	B.1.507	0	2020-06-10	0	0.000684460738124483
1233	B.1.508	0	2020-07-28	0	0.000684460738124483
1234	B.1.509	0	2020-10-21	0	0.000684460738124483
1236	B.1.511	0	2020-05-14	0	0.000684460738124483
1237	B.1.513	0	2020-03-26	0	0.000684460738124483
1238	B.1.515	0	2020-05-01	0	-0.00213465030552153
1239	B.1.516	0	2020-06-16	0	0.000684460738124483
1240	B.1.517	-0.061	2021-02-04	-6e-04	0.00373873501451519
1241	B.1.517.1	-0.061	2020-12-18	-6e-04	0.00454866228976007
1242	B.1.518	0	2020-04-28	0	0.000684460738124483
1243	B.1.520	0	2020-03-25	0	0.000684460738124483
1244	B.1.521	0	2020-05-07	0	0.000550313754866613
1245	B.1.523	0	2020-12-01	0	0.000684460738124483
1246	B.1.524	0	2020-10-20	0	0.000892849303432148
1248	B.1.526	-0.797	2021-05-18	-0.001	-7.45953076004777e-05
1249	B.1.527	0	2021-01-29	0	0.000684460738124483
1250	B.1.528	0	2020-05-05	0	0.000684460738124483
1251	B.1.529	0	2020-04-03	0	-0.000451230375227951
1252	B.1.530	0	2021-02-08	0	-0.000766965053297387
1253	B.1.531	0	2021-01-06	0	0.000971968736636082
1254	B.1.532	0	2020-08-17	0	0.000684460738124483
1255	B.1.534	0	2020-11-23	0	0.00101578735696543
1256	B.1.535	0	2020-04-01	0	0.000684460738124483
1257	B.1.536	-0.061	2020-11-09	-6e-04	0.00454866228976007
1258	B.1.537	0	2020-08-02	0	0.000684460738124483
1259	B.1.538	0	2020-08-02	0	0.000684460738124483
1260	B.1.539	0	2020-12-23	0	0.000684460738124483
1261	B.1.540	0	2020-05-12	0	0.000458304256494598
1262	B.1.541	0	2020-10-31	0	0.000684460738124483
1263	B.1.542	0	2020-04-22	0	0.000684460738124483
1264	B.1.543	0	2021-01-05	0	-0.000715587938927022
1265	B.1.544	0	2021-01-07	0	0.000589066309391905
1267	B.1.546	0	2020-07-05	0	0.000589066309391905
1268	B.1.547	0	2020-03-26	0	0.000684460738124483
1269	B.1.548	0	2020-08-02	0	0.000684460738124483
1270	B.1.549	0	2020-11-11	0	0.000684460738124483
1271	B.1.550	0	2020-10-08	0	0.000760511931249425
1272	B.1.551	0	2021-02-25	0	-0.00406571947001128
1273	B.1.552	0	2020-04-01	0	0.000732950341775689
1274	B.1.554	0	2020-07-22	0	0.000684460738124483
1275	B.1.555	0	2020-04-02	0	0.000684460738124483
1276	B.1.556	0	2020-09-21	0	0.000684460738124483
1277	B.1.557	0	2020-04-06	0	0.000684460738124483
1278	B.1.558	0	2021-01-21	0	0.00113214360197991
1279	B.1.559	0	2020-04-10	0	0.000684460738124483
1281	B.1.561	0	2020-12-05	0	0.000838642950771525
1283	B.1.563	0	2021-01-15	0	0.000684460738124483
1284	B.1.564	0	2020-09-14	0	0.000982994998578352
1285	B.1.564.1	0	2020-10-18	0	0.000684460738124483
1286	B.1.565	0	2021-01-15	0	0.00105435753128014
1287	B.1.566	0	2020-05-15	0	0.000684460738124483
1288	B.1.567	0	2020-11-16	0	0.000699721948797939
1289	B.1.568	0	2021-02-07	0	0.000684460738124483
1290	B.1.569	0	2020-10-06	0	0.000684460738124483
1291	B.1.570	0	2020-09-18	0	0.00120869840080256
1292	B.1.571	0	2020-07-01	0	0.000684460738124483
1293	B.1.572	0	2020-06-02	0	0.000660050197250146
1294	B.1.573	0	2020-07-03	0	0.000684460738124483
1295	B.1.574	0	2020-09-08	0	0.000684460738124483
1296	B.1.575	-0.0478	2020-12-10	-1e-04	-0.00106951232774675
1297	B.1.575.1	-0.0478	2020-12-30	-1e-04	-0.00106951232774675
1298	B.1.575.2	-0.8448	2021-05-20	-0.0011	-0.00177301680176199
1299	B.1.576	0	2020-10-09	0	0.000684460738124483
1300	B.1.577	0	2020-11-06	0	0.000395133476205556
1301	B.1.578	0	2020-09-28	0	0.000742869189260233
1302	B.1.579	0	2020-04-27	0	0.000684460738124483
1303	B.1.580	0	2021-01-14	0	0.000811571439188119
1304	B.1.581	0	2020-06-22	0	0.000684460738124483
1305	B.1.582	0	2020-08-05	0	0.000607601860154947
1306	B.1.585	0	2021-01-04	0	0.0006164877646208
1307	B.1.586	0	2020-05-18	0	0.000684460738124483
1308	B.1.587	0	2021-01-08	0	0.000777313939032843
1309	B.1.588	0	2020-12-29	0	0.000685974596799211
1310	B.1.588.1	0	2020-11-28	0	0.00076404668656953
1311	B.1.589	0	2020-06-25	0	0.000746576663728841
1312	B.1.590	0	2020-07-27	0	0.000583762254899601
1313	B.1.591	0	2020-10-14	0	0.000684460738124483
1314	B.1.592	0	2020-04-06	0	0.00066638317134902
1315	B.1.593	0	2020-10-05	0	0.000684460738124483
1316	B.1.594	0	2020-06-17	0	0.000417380702675857
1317	B.1.595	0	2021-01-19	0	0.000684460738124483
1318	B.1.595.1	-0.0478	2020-07-13	-1e-04	0.00028984845315461
1319	B.1.595.2	0	2020-08-21	0	0.000684460738124483
1320	B.1.595.3	-0.0478	2020-11-20	-1e-04	0.00083308351062903
1321	B.1.595.4	0	2020-05-26	0	0.000684460738124483
1322	B.1.596	0	2021-02-06	0	0.000696694092863767
1323	B.1.596.1	0	2020-11-11	0	0.000150709347846843
1324	B.1.597	0	2020-10-19	0	0.000684460738124483
1325	B.1.598	0	2020-05-21	0	0.000684460738124483
1326	B.1.599	0	2021-01-19	0	0.00013653246637299
1327	B.1.6	0	2020-09-02	0	0.000684460738124483
1328	B.1.600	0	2020-07-09	0	0.000717253096511562
1329	B.1.601	0	2020-12-08	0	0.000684460738124483
1330	B.1.602	0	2021-01-07	0	0.00103649057033397
1331	B.1.603	0	2021-03-03	0	0.00109857042625969
1332	B.1.604	-1.0119	2021-03-21	-0.0124	-0.0528028475025546
1333	B.1.605	0	2020-12-26	0	0.000684460738124483
1334	B.1.606	0	2020-07-02	0	0.000684460738124483
1335	B.1.607	0	2020-03-29	0	0.00103649057033397
1336	B.1.609	0	2020-07-29	0	0.000684460738124483
1337	B.1.610	0	2020-08-29	0	0.000493671880659327
1338	B.1.611	0	2020-07-23	0	0.000684460738124483
1339	B.1.612	0	2020-10-06	0	0.000684460738124483
1340	B.1.613	0	2020-06-01	0	0.000732284235506615
1341	B.1.614	0	2020-06-15	0	0.00103649057033397
1342	B.1.615	0	2020-08-14	0	0.000684460738124483
1344	B.1.617	-0.797	2021-02-25	-0.0094	-0.0491233186109496
1345	B.1.617.1	-0.797	2021-04-14	-0.0094	-0.0546357739997329
1349	B.1.619	-1.4985	2021-05-15	-0.0016	-0.0106550041611159
1350	B.1.619.1	-1.4985	2021-05-31	-0.0016	-0.0106550041611159
1352	B.1.621	-0.3337	2021-07-25	-0.0031	0.000789737927949391
1353	B.1.621.1	-1.1307	2021-08-20	-0.0041	0.000187880174001951
1354	B.1.621.2	-0.797	2021-09-04	-0.0038	-0.00144478854860465
1355	B.1.622	0	2021-02-17	0	0.000711048242861956
1356	B.1.623	-0.3815	2021-02-28	-0.0032	0.000322966197748437
1359	B.1.627	0	2021-01-19	0	-0.00152193146972867
1360	B.1.629	-1.3188	2021-06-04	-0.0177	-0.0567508793219491
1362	B.1.631	-0.6494	2021-06-04	1e-04	-0.0163000249995576
1363	B.1.632	-0.7298	2021-06-03	0	-0.0145014845055451
1367	B.1.636	0	2021-02-10	0	-0.00134509336937219
1374	B.1.67	0	2020-12-17	0	0.000550313754866613
1375	B.1.69	0	2020-03-13	0	0.000684460738124483
1376	B.1.70	0	2020-04-13	0	0.000684460738124483
1377	B.1.76	0	2020-06-04	0	0.000550313754866613
1378	B.1.77	0	2020-06-13	0	0.000739662362238672
1379	B.1.78	0	2020-04-08	0	0.000684460738124483
1380	B.1.8	0	2020-05-08	0	0.000716497315447251
1381	B.1.81	0	2020-04-12	0	0.000684460738124483
1382	B.1.83	0	2020-03-29	0	0.000684460738124483
1383	B.1.84	0	2020-05-02	0	0.000684460738124483
1384	B.1.9	0	2020-05-07	0	0.000684460738124483
1385	B.1.9.1	0	2020-03-31	0	0.00102050766297234
1386	B.1.9.2	0	2020-04-20	0	0.000684460738124483
1387	B.1.9.3	0	2020-04-18	0	0.000684460738124483
1388	B.1.9.4	0	2021-03-02	0	0.000684460738124483
1389	B.1.9.5	0	2020-06-23	0	7.81240152372403e-05
1390	B.1.91	0	2020-04-10	0	0.000972789934029394
1391	B.1.93	0	2020-05-19	0	0.000792000461181451
1392	B.1.94	0	2020-04-22	0	0.000684460738124483
1394	B.1.97	0	2020-04-10	0	0.000684460738124483
1395	B.23	0	2020-03-25	0	-5.52383140502964e-06
1396	B.35	0	2020-03-22	0	0
1397	B.4.5	0	2020-04-11	0	-0.000292140731061271
1398	B.4.6	0	2020-03-09	0	-0.000177443148546757
1399	B.4.8	0	2020-05-17	0	0.000684460738124483
1400	B.43	0	2020-03-06	0	-7.9119433203934e-05
1401	B.53	0	2020-04-08	0	-7.59917464764057e-05
1402	B.6	0	2021-02-22	0	-0.000846084486501321
1403	B.6.1	0	2020-03-31	0	6.55847167741592e-05
1458	BA.2.1	-1.5081	2022-03-08	-0.0083	-0.0208140203932093
1460	BA.2.10.1	0	2022-02-23	0	0.00124826384486917
1462	BA.2.10.3	-2.7829	2022-05-30	-0.0129	-0.00708814138931516
1511	BA.2.33	-2.9574	2022-03-23	-0.0067	-0.0116485306221332
1516	BA.2.38	-0.7015	2022-03-25	-7e-04	-0.0135498225233993
1517	BA.2.38.1	0	2022-05-31	0	-0.00417612304759552
1526	BA.2.45	-1.5544	2022-03-30	-0.0083	-0.0213749931733778
1534	BA.2.52	-0.8065	2022-05-02	-0.0076	-0.0109992102486894
1563	BA.2.78	-3.4785	2022-04-26	-0.0134	-0.0226376182350855
1565	BA.2.79.1	-3.3289	2022-05-28	-0.0121	-0.0184731423463723
1588	BA.4.4	-3.4091	2022-05-07	-0.0218	-0.0714639536912444
1599	BA.5.1.6	-3.4554	2022-06-30	-0.0223	-0.0641178595633692
1617	BB.2	-1.1307	2021-08-03	-0.0041	5.37331907440816e-05
1643	C.1	0	2020-07-02	0	0.000684460738124483
1644	C.1.1	0.0672	2020-12-23	0.001	-0.0129642013636161
1646	C.10	0	2020-04-23	0	0.000684460738124483
1647	C.11	0	2020-10-05	0	0.000717253096511562
1648	C.12	0	2020-08-17	0	0.000684460738124483
1649	C.13	0	2020-06-08	0	0.0006164877646208
1650	C.14	0	2020-05-24	0	0.000698584149353775
1651	C.16	-0.6783	2021-02-12	-0.0093	-0.0507648933441086
1654	C.19	0	2020-12-21	0	0.000760511931249425
1655	C.2	0	2020-07-13	0	0.000684460738124483
1656	C.2.1	-0.061	2021-02-08	-6e-04	0.00454866228976007
1657	C.20	0	2021-01-08	0	0.000684460738124483
1658	C.21	0	2020-09-15	0	0.000707401069980383
1659	C.22	0	2020-04-03	0	0.000684460738124483
1660	C.23	0	2021-04-25	0	0.000398637218402461
1661	C.25	0	2020-03-20	0	0.000684460738124483
1662	C.26	0	2021-01-13	0	0.000684460738124483
1663	C.27	0	2020-04-19	0	0.000684460738124483
1664	C.28	0	2020-05-01	0	0.000684460738124483
1665	C.29	0	2021-02-09	0	0.000720557049488689
1666	C.3	0	2020-07-15	0	0.000698543320905752
1667	C.30	0	2020-11-11	0	0.00105271230042033
1668	C.30.1	0	2020-10-12	0	0.00105271230042033
1669	C.31	0	2020-12-22	0	0.00108588277380409
1670	C.32	0	2020-09-03	0	0.000607601860154947
1671	C.33	0	2020-07-03	0	0.000742869189260233
1672	C.34	0	2020-11-19	0	0.000694671851962856
1673	C.35	0	2020-12-25	0	0.000684460738124483
1674	C.36	-0.6783	2021-03-12	-0.0093	-0.049919804275574
1675	C.36.1	0	2021-01-21	0	0.000328449595906445
1676	C.36.2	0	2020-12-14	0	9.38212605013672e-05
1677	C.36.3	-0.6783	2021-05-07	-0.0093	-0.0509513277691913
1678	C.36.3.1	-0.611	2021-05-17	-0.0083	-0.0637182234325476
1682	C.39	0.1909	2021-02-16	0.0026	-0.00406150211730009
1683	C.4	0	2021-01-18	0	-0.000989329473841895
1685	C.5	0	2020-09-29	0	0.000684460738124483
1686	C.6	0	2020-07-01	0	0.000684460738124483
1687	C.7	0	2020-06-08	0	0.000684460738124483
1688	C.8	0	2020-07-17	0	0.000684460738124483
1689	C.9	0	2020-07-18	0	0.000684460738124483
1690	D.2	0	2020-07-29	0	0.000684460738124483
1691	D.3	0	2020-09-01	0	0.000684460738124483
1692	D.4	0	2020-08-21	0	0.000684460738124483
1693	D.5	0	2021-01-18	0	0.000684460738124483
1694	G.1	-0.7015	2020-10-05	-9e-04	-0.0118535691532864
1695	K.1	0	2020-07-24	0	0.000684460738124483
1696	K.2	0	2020-10-06	0	0.000684460738124483
1697	K.3	0	2020-10-06	0	0.000659332240165606
1698	L.1	0	2020-04-06	0	0.00106526098794703
1699	L.2	0	2020-04-07	0	0.000684460738124483
1700	L.3	-0.6783	2021-01-21	-0.0093	-0.0493244351337429
1701	L.4	0	2020-07-14	0	0.000696694092863767
1702	M.1	0	2020-12-27	0	0.000497558228642531
1703	M.2	0	2021-01-18	0	0.000684460738124483
1704	M.3	0	2020-10-25	0	0.000684460738124483
1705	N.1	0	2020-03-25	0	0.000684460738124483
1708	N.3	0	2020-12-09	0	0.000684460738124483
1709	N.4	0	2020-10-24	0	0.000684460738124483
1710	N.5	0	2021-04-10	0	-0.00303578598057391
1711	N.6	0	2020-05-23	0	0.000684460738124483
1712	N.7	0	2020-06-21	0	0.000684460738124483
1713	N.8	0	2020-08-29	0	0.000684460738124483
1714	N.9	-0.797	2020-10-17	-0.001	-0.000104319425908566
1715	P.1	-1.1307	2021-05-17	-0.0041	-0.000837626828319375
1716	P.1.1	-1.1307	2021-02-20	-0.0041	-0.00104028961556945
1717	P.1.10	-0.3337	2021-05-18	-0.0031	-0.000251509451536402
1718	P.1.10.1	-1.1307	2021-05-10	-0.0041	-0.00100825303824668
1719	P.1.10.2	-1.1307	2021-06-19	-0.0041	-0.00104028961556945
1720	P.1.11	-1.1307	2021-08-18	-0.0041	-0.00579046982370521
1721	P.1.12	-1.1307	2021-09-20	-0.0041	-0.00104028961556945
1722	P.1.12.1	-1.1307	2021-08-18	-0.0041	-0.00198732808537223
1723	P.1.13	-1.1307	2021-05-15	-0.0041	-0.00104028961556945
1724	P.1.14	-1.1307	2021-04-23	-0.0041	-0.00125998448343848
1725	P.1.15	-1.1307	2021-04-21	-0.0041	-0.00104028961556945
1726	P.1.16	-1.1307	2021-02-16	-0.0041	-0.00104028961556945
1727	P.1.17	-1.1307	2021-05-18	-0.0041	-0.00224761246489027
1728	P.1.17.1	-1.1307	2021-06-23	-0.0041	-0.000671365774058957
1729	P.1.2	0	2021-09-07	0	-0.00176552793626186
1731	P.1.4	-1.2737	2021-07-13	-0.0043	-0.00236266843333927
1732	P.1.5	-1.1307	2021-04-16	-0.0041	-0.00217598072892188
1733	P.1.6	-1.1307	2021-07-19	-0.0041	-0.00249171540699132
1734	P.1.7	-1.1307	2021-07-06	-0.0041	-0.00249171540699132
1735	P.1.7.1	-1.1785	2021-08-21	-0.0042	-0.00282816040022284
1736	P.1.8	0	2021-08-03	0	-0.0064834233172164
1737	P.1.9	-1.1307	2021-07-27	-0.0041	-0.0019349555343616
1738	P.2	-0.797	2021-01-28	-0.001	-4.06812333164201e-06
1740	P.4	-0.6783	2021-03-31	-0.0093	-0.0501466968520564
1742	P.6	0	2021-01-20	0	-5.72197052539135e-05
1743	P.7	0	2021-01-06	0	0.0006164877646208
1752	R.1	-0.797	2021-05-07	-0.001	-0.000456076268773811
1753	R.2	-0.797	2021-02-02	-0.001	-0.00041882496465366
1754	S.1	0	2020-10-02	0	0.000684460738124483
1755	U.1	0	2021-01-04	0	0.000416813002689791
1756	U.2	0	2021-01-11	0	-0.00285173794284023
1757	U.3	0	2021-03-12	0	0.000416813002689791
1758	Unassigned	-1.3188	2021-10-29	-0.0177	-0.0607946121663135
1759	V.1	0	2021-01-05	0	0.000607601860154947
1760	V.2	0	2020-11-10	0	0.000607601860154947
1761	W.1	0	2021-01-28	0	0.000607601860154947
1762	W.2	0	2021-02-10	0	0.000607601860154947
1763	W.3	0	2020-09-16	0	0.000649912999024118
1764	W.4	0	2020-12-15	0	0.000530742982185411
1776	XB	0	2021-07-10	0	-0.0015606735783446
1798	Y.1	-0.6405	2021-02-11	-0.0084	-0.00950065584208688
1799	Z.1	0	2020-10-27	0	0.000607601860154947
